DATE,PARTICULARS,DR,CR,TYPE
08-10-2017,POS  FOODJOCKEYS  PUNE,756.0,0.0,SWIPE
08-12-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
14-08-2017,POS  BOTECO RESTAURANT  PUNE,5882.0,0.0,SWIPE
14-08-2017,UPI  PA    AXIbebabaeda d,0.0,3000.0,UPI
14-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
14-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
16-08-2017,ECOM PUR  ONE COMMUNI  NOIDA,500.0,0.0,ONLINE
16-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,467.0,0.0,ONLINE
16-08-2017,INB  IFT  WHPL  TPARTY TRANSFER,46000.0,0.0,NETBANK
16-08-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,62000.0,NETBANK
16-08-2017,POS  SHISHA CAFE  PUNE,3096.0,0.0,SWIPE
08-02-2017,ECOM PUR  Bundal PAYU A  Gurugram,404.0,0.0,ONLINE
08-03-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,330000.0,NETBANK
08-03-2017,INB  IFT  WHPL  TPARTY TRANSFER,330000.0,0.0,NETBANK
08-03-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,15000.0,NETBANK
08-03-2017,NEFT  MB  AXMB  Ganesh Site,15000.0,0.0,NEFT
08-03-2017,INB  IFT  WHPL  TPARTY TRANSFER,16000.0,0.0,NETBANK
08-04-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
08-05-2017,BRN TO CASH GORE SALIM QADAR,8000.0,0.0,CC
08-05-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,63500.0,NETBANK
08-05-2017,INB  IFT  WHPL  TPARTY TRANSFER,47500.0,0.0,NETBANK
08-05-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
08-07-2017,POS  H R CAFE INDIA PV  PUNE,6050.0,0.0,SWIPE
08-07-2017,ECOM PUR  Bundal PAYU A  Gurugram,451.0,0.0,ONLINE
08-08-2017,POS  FOODJOCKEYS  PUNE,3122.0,0.0,SWIPE
08-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
08-08-2017,POS  EURO CAR CARE  PUNE,12000.0,0.0,SWIPE
08-08-2017,POS  CONRAD PUNE  Koji  PUNE,2992.19,0.0,SWIPE
08-09-2017,POS  DEVI PRIME REALTY  PUNE,1522.0,0.0,SWIPE
08-10-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,100000.0,NETBANK
08-10-2017,INB  IFT  WHPL  TPARTY TRANSFER,100000.0,0.0,NETBANK
08-10-2017,ECOM PUR  Bundal PAYU A  Gurugram,404.0,0.0,ONLINE
08-10-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
08-10-2017,POS  O HOTEL  PUNE,3882.0,0.0,SWIPE
08-10-2017,POS  FOODJOCKEYS  PUNE,756.0,0.0,SWIPE
08-12-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
14-08-2017,POS  BOTECO RESTAURANT  PUNE,5882.0,0.0,SWIPE
14-08-2017,UPI  PA    AXIbebabaeda d,0.0,3000.0,UPI
14-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
14-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
16-08-2017,ECOM PUR  ONE COMMUNI  NOIDA,500.0,0.0,ONLINE
16-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,467.0,0.0,ONLINE
16-08-2017,INB  IFT  WHPL  TPARTY TRANSFER,46000.0,0.0,NETBANK
16-08-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,62000.0,NETBANK
16-08-2017,POS  SHISHA CAFE  PUNE,3096.0,0.0,SWIPE
16-08-2017,POS  FOODJOCKEYS  PUNE,1260.0,0.0,SWIPE
16-08-2017,POS  FOODJOCKEYS  PUNE,25000.0,0.0,SWIPE
16-08-2017,POS  FOODJOCKEYS  PUNE,1890.0,0.0,SWIPE
16-08-2017,POS  MAHESH SUPER MARK  PUNE,165.0,0.0,SWIPE
17-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,730.0,0.0,ONLINE
18-08-2017,UPI  PA    AXIcefddfb c,0.0,2500.0,UPI
18-08-2017,POS  T R WINES  PUNE,465.0,0.0,SWIPE
18-08-2017,POS  FARZI CAFE UH  PUNE,2000.0,0.0,SWIPE
18-08-2017,POS  FARZI CAFE UH  PUNE,2000.0,0.0,SWIPE
19-08-2017,INB    VODAFONE(BILLDESK)  NA,1255.52,0.0,NETBANK
19-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
21-08-2017,POS  T R WINES  PUNE,465.0,0.0,SWIPE
21-08-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
21-08-2017,POS  CAFE COFFEE DAY  MANTRA,176.0,0.0,SWIPE
21-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,433.0,0.0,ONLINE
22-08-2017,POS  REGAL FOOT WEAR  PUNE,1175.0,0.0,SWIPE
22-08-2017,ATM CASH  SHUKRAWAR PETH  PUNE,4000.0,0.0,CASHWD
22-08-2017,POS  BURGER KING INDIA  PUNE,436.6,0.0,SWIPE
22-08-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE
23-08-2017,ECOM PUR  BUNDL TECHNOL  Banglore,487.0,0.0,ONLINE
24-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
26-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,394.0,0.0,ONLINE
26-08-2017,ECOM PUR  Amazon Seller  Bangalore,2130.0,0.0,ONLINE
28-08-2017,POS  BABJI PETROLEUM  PUNE,1000.0,0.0,SWIPE
30-08-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,50000.0,NETBANK
09-01-2017,INB  IFT  WHPL  TPARTY TRANSFER,6000.0,0.0,NETBANK
09-01-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,6000.0,NETBANK
09-01-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
09-01-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
09-01-2017,MERCH REFUND DT     BPCL COCO,0.0,7.5,OTH
09-01-2017,ECOM PUR  Bundal PAYU A  Gurugram,298.0,0.0,ONLINE
09-01-2017,ECOM PUR  Bundal PAYU A  Gurugram,353.0,0.0,ONLINE
09-02-2017,ECOM PUR  Flipkart APIN  Chennai,4368.0,0.0,ONLINE
09-04-2017,ECOM PUR  Amazon Seller  Bangalore,946.1,0.0,ONLINE
09-04-2017,ECOM PUR  Flipkart APIN  Chennai,769.0,0.0,ONLINE
16-08-2017,POS  FOODJOCKEYS  PUNE,1260.0,0.0,SWIPE
16-08-2017,POS  FOODJOCKEYS  PUNE,25000.0,0.0,SWIPE
16-08-2017,POS  FOODJOCKEYS  PUNE,1890.0,0.0,SWIPE
16-08-2017,POS  MAHESH SUPER MARK  PUNE,165.0,0.0,SWIPE
17-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,730.0,0.0,ONLINE
18-08-2017,UPI  PA    AXIcefddfb c,0.0,2500.0,UPI
18-08-2017,POS  T R WINES  PUNE,465.0,0.0,SWIPE
18-08-2017,POS  FARZI CAFE UH  PUNE,2000.0,0.0,SWIPE
18-08-2017,POS  FARZI CAFE UH  PUNE,2000.0,0.0,SWIPE
19-08-2017,INB    VODAFONE(BILLDESK)  NA,1255.52,0.0,NETBANK
19-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
21-08-2017,POS  T R WINES  PUNE,465.0,0.0,SWIPE
21-08-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
21-08-2017,POS  CAFE COFFEE DAY  MANTRA,176.0,0.0,SWIPE
21-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,433.0,0.0,ONLINE
22-08-2017,POS  REGAL FOOT WEAR  PUNE,1175.0,0.0,SWIPE
22-08-2017,ATM CASH  SHUKRAWAR PETH  PUNE,4000.0,0.0,CASHWD
22-08-2017,POS  BURGER KING INDIA  PUNE,436.6,0.0,SWIPE
22-08-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE
23-08-2017,ECOM PUR  BUNDL TECHNOL  Banglore,487.0,0.0,ONLINE
24-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
26-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,394.0,0.0,ONLINE
26-08-2017,ECOM PUR  Amazon Seller  Bangalore,2130.0,0.0,ONLINE
28-08-2017,POS  BABJI PETROLEUM  PUNE,1000.0,0.0,SWIPE
30-08-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,50000.0,NETBANK
09-01-2017,INB  IFT  WHPL  TPARTY TRANSFER,6000.0,0.0,NETBANK
09-01-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,6000.0,NETBANK
09-01-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
09-01-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
09-01-2017,MERCH REFUND DT     BPCL COCO,0.0,7.5,OTH
09-01-2017,ECOM PUR  Bundal PAYU A  Gurugram,298.0,0.0,ONLINE
09-01-2017,ECOM PUR  Bundal PAYU A  Gurugram,353.0,0.0,ONLINE
09-02-2017,ECOM PUR  Flipkart APIN  Chennai,4368.0,0.0,ONLINE
09-04-2017,ECOM PUR  Amazon Seller  Bangalore,946.1,0.0,ONLINE
09-04-2017,ECOM PUR  Flipkart APIN  Chennai,769.0,0.0,ONLINE
09-05-2017,ECOM PUR  Bundal PAYU A  Gurugram,463.0,0.0,ONLINE
09-08-2017,POS  AMAZON SELLER   PUNE,1486.65,0.0,SWIPE
09-09-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,450000.0,NETBANK
09-09-2017,INB  IFT  WHPL  TPARTY TRANSFER,450000.0,0.0,NETBANK
09-11-2017,ECOM PUR  Amazon Seller  Bangalore,399.0,0.0,ONLINE
09-11-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,53000.0,NETBANK
09-12-2017,INB  IFT  Mum  TPARTY TRANSFER,50000.0,0.0,NETBANK
09-12-2017,ECOM PUR  Bundal PAYU A  Gurugram,569.0,0.0,ONLINE
13-09-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,45000.0,NETBANK
13-09-2017,INB  IFT  Mum  TPARTY TRANSFER,40000.0,0.0,NETBANK
13-09-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE
13-09-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
14-09-2017,POS  INDEPENDENCE BREW  PUNE,2535.0,0.0,SWIPE
14-09-2017,POS  FOODJOCKEYS  PUNE,262.0,0.0,SWIPE
14-09-2017,POS  FOODJOCKEYS  PUNE,525.0,0.0,SWIPE
15-09-2017,ECOM PUR  Bundal PAYU A  Gurugram,290.0,0.0,ONLINE
18-09-2017,INB    VODAFONE(BILLDESK)  NA,1326.32,0.0,NETBANK
18-09-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
23-09-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
25-09-2017,ECOM PUR  Amazon Seller  Bangalore,600.0,0.0,ONLINE
25-09-2017,MERCH REFUND DT     BPCL COCO,0.0,7.5,OTH
25-09-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
25-09-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,350000.0,NETBANK
25-09-2017,INB  IFT  Mum  TPARTY TRANSFER,350000.0,0.0,NETBANK
28-09-2017,ECOM PUR  AMAZON PAY IN  BANGALORE,1229.0,0.0,ONLINE
30-09-2017,Int Pd    to,0.0,597.0,INTEREST
10-02-2017,ECOM PUR  Bundal PAYU A  Gurugram,259.0,0.0,ONLINE
10-03-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,35000.0,NETBANK
10-03-2017,ECOM PUR  Bundal PAYU A  Gurugram,392.0,0.0,ONLINE
10-04-2017,EXCESS FUEL CR  REV,57.5,0.0,OTH
10-04-2017,INB  NEFT  AXIR  Aru Raghuvanshi,35000.0,0.0,NETBANK
10-04-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
10-06-2017,POS  AMAZON SELLER   MUMBAI,839.0,0.0,SWIPE
10-06-2017,ECOM PUR  Bundal PAYU A  Gurugram,434.0,0.0,ONLINE
10-07-2017,POS  D J PETROLEUM  PUNE,1000.0,0.0,SWIPE
09-05-2017,ECOM PUR  Bundal PAYU A  Gurugram,463.0,0.0,ONLINE
09-08-2017,POS  AMAZON SELLER   PUNE,1486.65,0.0,SWIPE
09-09-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,450000.0,NETBANK
09-09-2017,INB  IFT  WHPL  TPARTY TRANSFER,450000.0,0.0,NETBANK
09-11-2017,ECOM PUR  Amazon Seller  Bangalore,399.0,0.0,ONLINE
09-11-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,53000.0,NETBANK
09-12-2017,INB  IFT  Mum  TPARTY TRANSFER,50000.0,0.0,NETBANK
09-12-2017,ECOM PUR  Bundal PAYU A  Gurugram,569.0,0.0,ONLINE
13-09-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,45000.0,NETBANK
13-09-2017,INB  IFT  Mum  TPARTY TRANSFER,40000.0,0.0,NETBANK
13-09-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE
13-09-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
14-09-2017,POS  INDEPENDENCE BREW  PUNE,2535.0,0.0,SWIPE
14-09-2017,POS  FOODJOCKEYS  PUNE,262.0,0.0,SWIPE
14-09-2017,POS  FOODJOCKEYS  PUNE,525.0,0.0,SWIPE
15-09-2017,ECOM PUR  Bundal PAYU A  Gurugram,290.0,0.0,ONLINE
18-09-2017,INB    VODAFONE(BILLDESK)  NA,1326.32,0.0,NETBANK
18-09-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
23-09-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
25-09-2017,ECOM PUR  Amazon Seller  Bangalore,600.0,0.0,ONLINE
25-09-2017,MERCH REFUND DT     BPCL COCO,0.0,7.5,OTH
25-09-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
25-09-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,350000.0,NETBANK
25-09-2017,INB  IFT  Mum  TPARTY TRANSFER,350000.0,0.0,NETBANK
28-09-2017,ECOM PUR  AMAZON PAY IN  BANGALORE,1229.0,0.0,ONLINE
30-09-2017,Int Pd    to,0.0,597.0,INTEREST
10-02-2017,ECOM PUR  Bundal PAYU A  Gurugram,259.0,0.0,ONLINE
10-03-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,35000.0,NETBANK
10-03-2017,ECOM PUR  Bundal PAYU A  Gurugram,392.0,0.0,ONLINE
10-04-2017,EXCESS FUEL CR  REV,57.5,0.0,OTH
10-04-2017,INB  NEFT  AXIR  Aru Raghuvanshi,35000.0,0.0,NETBANK
10-04-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH
10-06-2017,POS  AMAZON SELLER   MUMBAI,839.0,0.0,SWIPE
10-06-2017,ECOM PUR  Bundal PAYU A  Gurugram,434.0,0.0,ONLINE
10-07-2017,POS  D J PETROLEUM  PUNE,1000.0,0.0,SWIPE
10-10-2017,ECOM PUR  Bundal PAYU A  Gurugram,370.0,0.0,ONLINE
10-12-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
10-12-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,440000.0,NETBANK
10-12-2017,INB  IFT  WHPL  TPARTY TRANSFER,450000.0,0.0,NETBANK
17-10-2017,MERCH REFUND DT     D J PETROLEUM,0.0,7.5,OTH
23-10-2017,POS  SAI EXPRESS WAY S  PUNE,1000.0,0.0,SWIPE
24-10-2017,POS  KEDARI SERVICE  PUNE,500.0,0.0,SWIPE
24-10-2017,MERCH REFUND DT      KEDARI SERVICE STATION,0.0,7.5,OTH
24-10-2017,POS  BHARAT PETROLEUM   PUNE,1000.0,0.0,SWIPE
26-10-2017,MERCH REFUND DT      HPCL  % CASHLESS IN,0.0,7.5,OTH
27-10-2017,POS  SAI EXPRESSWAY  PUNE,1000.0,0.0,SWIPE
29-10-2017,POS  HYATT REGENCY PUN  VADGAONSHIR P,1339.38,0.0,SWIPE
30-10-2017,POS  SUKHWANI PETROLEU  PUNE,1000.0,0.0,SWIPE
31-10-2017,POS  FOODJOCKEYS  PUNE,2791.0,0.0,SWIPE
31-10-2017,POS  FOODJOCKEYS  PUNE,1283.0,0.0,SWIPE
31-10-2017,POS  FOODJOCKEYS  PUNE,633.0,0.0,SWIPE
11-01-2017,ECOM PUR  Bundal PAYU A  Gurugram,414.0,0.0,ONLINE
11-02-2017,BRN PYMT CARD,1336.94,0.0,CC
11-02-2017,POS  SAI EXPRESSWAY  PUNE,1000.0,0.0,SWIPE
11-03-2017,MERCH REFUND DT      BHARAT PETROLEUM CORPO,0.0,7.5,OTH
11-03-2017,MERCH REFUND DT      SAI EXPRESSWAY SERVICE,0.0,7.5,OTH
11-03-2017,MERCH REFUND DT      KEDARI SERVICE STATION,0.0,3.75,OTH
11-04-2017,POS  PVR LIMITED   PUNE,840.0,0.0,SWIPE
11-07-2017,ECOM PUR  Bundal PAYU A  Gurugram,420.0,0.0,ONLINE
11-08-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,35000.0,NETBANK
11-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,576.0,0.0,ONLINE
11-09-2017,MERCH REFUND DT      SAI EXPRESSWAY SERVICE,0.0,7.5,OTH
11-09-2017,POS  EFFINGUT  PUNE,3707.0,0.0,SWIPE
11-09-2017,POS  BHARAT PETROLEUM   PUNE,1000.0,0.0,SWIPE
11-10-2017,MERCH REFUND DT      SUKHWANI PETROLEUM,0.0,7.5,OTH
11-10-2017,ECOM PUR  swiggy PayTM  Mumbai,552.0,0.0,ONLINE
11-11-2017,POS  JOVOS  PUNE,800.0,0.0,SWIPE
13-11-2017,POS  JOVOS  PUNE,2820.0,0.0,SWIPE
13-11-2017,POS  JOVOS  PUNE,2500.0,0.0,SWIPE
13-11-2017,IMPS  PA    IB KL,9600.0,0.0,IMPS
10-10-2017,ECOM PUR  Bundal PAYU A  Gurugram,370.0,0.0,ONLINE
10-12-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
10-12-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,440000.0,NETBANK
10-12-2017,INB  IFT  WHPL  TPARTY TRANSFER,450000.0,0.0,NETBANK
17-10-2017,MERCH REFUND DT     D J PETROLEUM,0.0,7.5,OTH
23-10-2017,POS  SAI EXPRESS WAY S  PUNE,1000.0,0.0,SWIPE
24-10-2017,POS  KEDARI SERVICE  PUNE,500.0,0.0,SWIPE
24-10-2017,MERCH REFUND DT      KEDARI SERVICE STATION,0.0,7.5,OTH
24-10-2017,POS  BHARAT PETROLEUM   PUNE,1000.0,0.0,SWIPE
26-10-2017,MERCH REFUND DT      HPCL  % CASHLESS IN,0.0,7.5,OTH
27-10-2017,POS  SAI EXPRESSWAY  PUNE,1000.0,0.0,SWIPE
29-10-2017,POS  HYATT REGENCY PUN  VADGAONSHIR P,1339.38,0.0,SWIPE
30-10-2017,POS  SUKHWANI PETROLEU  PUNE,1000.0,0.0,SWIPE
31-10-2017,POS  FOODJOCKEYS  PUNE,2791.0,0.0,SWIPE
31-10-2017,POS  FOODJOCKEYS  PUNE,1283.0,0.0,SWIPE
31-10-2017,POS  FOODJOCKEYS  PUNE,633.0,0.0,SWIPE
11-01-2017,ECOM PUR  Bundal PAYU A  Gurugram,414.0,0.0,ONLINE
11-02-2017,BRN PYMT CARD,1336.94,0.0,CC
11-02-2017,POS  SAI EXPRESSWAY  PUNE,1000.0,0.0,SWIPE
11-03-2017,MERCH REFUND DT      BHARAT PETROLEUM CORPO,0.0,7.5,OTH
11-03-2017,MERCH REFUND DT      SAI EXPRESSWAY SERVICE,0.0,7.5,OTH
11-03-2017,MERCH REFUND DT      KEDARI SERVICE STATION,0.0,3.75,OTH
11-04-2017,POS  PVR LIMITED   PUNE,840.0,0.0,SWIPE
11-07-2017,ECOM PUR  Bundal PAYU A  Gurugram,420.0,0.0,ONLINE
11-08-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,35000.0,NETBANK
11-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,576.0,0.0,ONLINE
11-09-2017,MERCH REFUND DT      SAI EXPRESSWAY SERVICE,0.0,7.5,OTH
11-09-2017,POS  EFFINGUT  PUNE,3707.0,0.0,SWIPE
11-09-2017,POS  BHARAT PETROLEUM   PUNE,1000.0,0.0,SWIPE
11-10-2017,MERCH REFUND DT      SUKHWANI PETROLEUM,0.0,7.5,OTH
11-10-2017,ECOM PUR  swiggy PayTM  Mumbai,552.0,0.0,ONLINE
11-11-2017,POS  JOVOS  PUNE,800.0,0.0,SWIPE
13-11-2017,POS  JOVOS  PUNE,2820.0,0.0,SWIPE
13-11-2017,POS  JOVOS  PUNE,2500.0,0.0,SWIPE
13-11-2017,IMPS  PA    IB KL,9600.0,0.0,IMPS
13-11-2017,ECOM PUR  Bundal PAYU A  Gurugram,322.0,0.0,ONLINE
13-11-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
13-11-2017,POS  CHILIS   PUNE,3030.0,0.0,SWIPE
14-11-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,450000.0,NETBANK
14-11-2017,INB  IFT  Mum  TPARTY TRANSFER,420000.0,0.0,NETBANK
14-11-2017,POS  DIAMOND WINES  PUNE,1800.0,0.0,SWIPE
15-11-2017,UPI  PA,97.0,0.0,UPI
15-11-2017,UPI  PA,873.0,0.0,UPI
16-11-2017,MERCH REFUND DT      BHARAT PETROLEUM CORPO,0.0,7.5,OTH
20-11-2017,POS  KRABI TOWN THE  PUNE,1235.0,0.0,SWIPE
20-11-2017,POS  BHARAT SERVICE    PUNE,1000.0,0.0,SWIPE
20-11-2017,ECOM PUR  VODAFONE  MUMBAI,1241.96,0.0,ONLINE
23-11-2017,ECOM PUR  Swiggy  Bangalore,398.0,0.0,ONLINE
25-11-2017,POS  SAI EXPRESS WAY S  PUNE,1000.0,0.0,SWIPE
28-11-2017,MERCH REFUND DT      KEDARI SERVICE STATION,0.0,7.5,OTH
28-11-2017,ECOM PUR  Bundal PAYU A  Gurugram,598.0,0.0,ONLINE
29-11-2017,MERCH REFUND DT      HPCL  % CASHLESS IN,0.0,7.5,OTH
29-11-2017,MERCH REFUND DT      BHARAT SERVICE CENTRE,0.0,7.5,OTH
29-11-2017,POS  SHISHA CAFE  PUNE,2924.0,0.0,SWIPE
30-11-2017,POS  OM BEER SHOPPE  PUNE,388.0,0.0,SWIPE
12-01-2017,POS  JASHN RESTAURANT  PUNE,544.0,0.0,SWIPE
12-01-2017,ECOM PUR  Bundal PAYU A  Gurugram,310.0,0.0,ONLINE
12-02-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE
12-02-2017,POS  DEVI PRIME REALTY  PUNE,638.0,0.0,SWIPE
12-05-2017,POS  T R WINES  PUNE,1680.0,0.0,SWIPE
12-07-2017,ATM CASH  KOREGOAN BR  PUNE,4000.0,0.0,CASHWD
12-08-2017,POS  THE CORINTHIAN  PUNE,560.0,0.0,SWIPE
12-08-2017,POS  AKBAR MOHAMMED IQ  Pune,816.0,0.0,SWIPE
12-09-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,35000.0,NETBANK
12-09-2017,ATM CASH  SBI INLAC BUDHRANI  PUNE,3500.0,0.0,CASHWD
12-09-2017,IMPS  PA    PU NB,17000.0,0.0,IMPS
12-09-2017,ECOM PUR  Bundal PAYU A  Gurugram,794.0,0.0,ONLINE
12-11-2017,INB    IDEA CELLULAR LIMITED (BILLDESK)  NA,449.0,0.0,NETBANK
12-11-2017,MERCH REFUND DT      BPCL COCO,0.0,7.5,OTH
12-11-2017,POS  THE CORINTHIAN  PUNE,20000.0,0.0,SWIPE
12-12-2017,POS  AKBAR MOHAMMED IQ  Pune,867.0,0.0,SWIPE
13-11-2017,ECOM PUR  Bundal PAYU A  Gurugram,322.0,0.0,ONLINE
13-11-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE
13-11-2017,POS  CHILIS   PUNE,3030.0,0.0,SWIPE
14-11-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,450000.0,NETBANK
14-11-2017,INB  IFT  Mum  TPARTY TRANSFER,420000.0,0.0,NETBANK
14-11-2017,POS  DIAMOND WINES  PUNE,1800.0,0.0,SWIPE
15-11-2017,UPI  PA,97.0,0.0,UPI
15-11-2017,UPI  PA,873.0,0.0,UPI
16-11-2017,MERCH REFUND DT      BHARAT PETROLEUM CORPO,0.0,7.5,OTH
20-11-2017,POS  KRABI TOWN THE  PUNE,1235.0,0.0,SWIPE
20-11-2017,POS  BHARAT SERVICE    PUNE,1000.0,0.0,SWIPE
20-11-2017,ECOM PUR  VODAFONE  MUMBAI,1241.96,0.0,ONLINE
23-11-2017,ECOM PUR  Swiggy  Bangalore,398.0,0.0,ONLINE
25-11-2017,POS  SAI EXPRESS WAY S  PUNE,1000.0,0.0,SWIPE
28-11-2017,MERCH REFUND DT      KEDARI SERVICE STATION,0.0,7.5,OTH
28-11-2017,ECOM PUR  Bundal PAYU A  Gurugram,598.0,0.0,ONLINE
29-11-2017,MERCH REFUND DT      HPCL  % CASHLESS IN,0.0,7.5,OTH
29-11-2017,MERCH REFUND DT      BHARAT SERVICE CENTRE,0.0,7.5,OTH
29-11-2017,POS  SHISHA CAFE  PUNE,2924.0,0.0,SWIPE
30-11-2017,POS  OM BEER SHOPPE  PUNE,388.0,0.0,SWIPE
12-01-2017,POS  JASHN RESTAURANT  PUNE,544.0,0.0,SWIPE
12-01-2017,ECOM PUR  Bundal PAYU A  Gurugram,310.0,0.0,ONLINE
12-02-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE
12-02-2017,POS  DEVI PRIME REALTY  PUNE,638.0,0.0,SWIPE
12-05-2017,POS  T R WINES  PUNE,1680.0,0.0,SWIPE
12-07-2017,ATM CASH  KOREGOAN BR  PUNE,4000.0,0.0,CASHWD
12-08-2017,POS  THE CORINTHIAN  PUNE,560.0,0.0,SWIPE
12-08-2017,POS  AKBAR MOHAMMED IQ  Pune,816.0,0.0,SWIPE
12-09-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,35000.0,NETBANK
12-09-2017,ATM CASH  SBI INLAC BUDHRANI  PUNE,3500.0,0.0,CASHWD
12-09-2017,IMPS  PA    PU NB,17000.0,0.0,IMPS
