DATE,PARTICULARS,DR,CR,TYPE,Label
26-07-2017,INB  NEFT  AXIR  Aru Raghuvans  just distr,15000.0,0.0,NETBANK,Self
28-07-2017,POS  FOODJOCKEYS  PUNE,1575.0,0.0,SWIPE,Food
28-07-2017,POS  FOODJOCKEYS  PUNE,262.0,0.0,SWIPE,Food
28-07-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
28-07-2017,POS  CAFE COFFEE DAY  MANTRA,224.0,0.0,SWIPE,Food
30-07-2017,POS  THE WESTIN PUNE  PUNE,1350.0,0.0,SWIPE,Hotel
31-07-2017,INB  IFT  WHPL  TPARTY TRANSFER,50000.0,0.0,NETBANK,Transfer
08-02-2017,ECOM PUR  Bundal PAYU A  Gurugram,404.0,0.0,ONLINE,Food
08-03-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,330000.0,NETBANK,Transfer
08-03-2017,INB  IFT  WHPL  TPARTY TRANSFER,330000.0,0.0,NETBANK,Transfer
08-03-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,15000.0,NETBANK,Transfer
08-03-2017,NEFT  MB  AXMB  Ganesh Site,15000.0,0.0,NEFT,People
08-03-2017,INB  IFT  WHPL  TPARTY TRANSFER,16000.0,0.0,NETBANK,Transfer
08-04-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
08-05-2017,BRN TO CASH GORE SALIM QADAR,8000.0,0.0,CC,Cash
08-05-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,63500.0,NETBANK,Transfer
08-05-2017,INB  IFT  WHPL  TPARTY TRANSFER,47500.0,0.0,NETBANK,Transfer
08-05-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
08-07-2017,POS  H R CAFE INDIA PV  PUNE,6050.0,0.0,SWIPE,Food
08-07-2017,ECOM PUR  Bundal PAYU A  Gurugram,451.0,0.0,ONLINE,Food
08-08-2017,POS  FOODJOCKEYS  PUNE,3122.0,0.0,SWIPE,Food
08-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
08-08-2017,POS  EURO CAR CARE  PUNE,12000.0,0.0,SWIPE,Vehicles
08-08-2017,POS  CONRAD PUNE  Koji  PUNE,2992.19,0.0,SWIPE,Hotel
08-09-2017,POS  DEVI PRIME REALTY  PUNE,1522.0,0.0,SWIPE,Investment
08-10-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,100000.0,NETBANK,Transfer
08-10-2017,INB  IFT  WHPL  TPARTY TRANSFER,100000.0,0.0,NETBANK,Transfer
08-10-2017,ECOM PUR  Bundal PAYU A  Gurugram,404.0,0.0,ONLINE,Food
08-10-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
08-10-2017,POS  O HOTEL  PUNE,3882.0,0.0,SWIPE,Food
08-10-2017,POS  FOODJOCKEYS  PUNE,756.0,0.0,SWIPE,Food
08-12-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
14-08-2017,POS  BOTECO RESTAURANT  PUNE,5882.0,0.0,SWIPE,Food
14-08-2017,UPI  PA    AXIbebabaeda d,0.0,3000.0,UPI,Unknown
14-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
14-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
16-08-2017,ECOM PUR  ONE COMMUNI  NOIDA,500.0,0.0,ONLINE,Others
16-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,467.0,0.0,ONLINE,Food
16-08-2017,INB  IFT  WHPL  TPARTY TRANSFER,46000.0,0.0,NETBANK,Transfer
16-08-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,62000.0,NETBANK,Transfer
16-08-2017,POS  SHISHA CAFE  PUNE,3096.0,0.0,SWIPE,Food
08-02-2017,ECOM PUR  Bundal PAYU A  Gurugram,404.0,0.0,ONLINE,Food
08-03-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,330000.0,NETBANK,Transfer
08-03-2017,INB  IFT  WHPL  TPARTY TRANSFER,330000.0,0.0,NETBANK,Transfer
08-03-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,15000.0,NETBANK,Transfer
08-03-2017,NEFT  MB  AXMB  Ganesh Site,15000.0,0.0,NEFT,People
08-03-2017,INB  IFT  WHPL  TPARTY TRANSFER,16000.0,0.0,NETBANK,Transfer
08-04-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
08-05-2017,BRN TO CASH GORE SALIM QADAR,8000.0,0.0,CC,Cash
08-05-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,63500.0,NETBANK,Transfer
08-05-2017,INB  IFT  WHPL  TPARTY TRANSFER,47500.0,0.0,NETBANK,Transfer
08-05-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
08-07-2017,POS  H R CAFE INDIA PV  PUNE,6050.0,0.0,SWIPE,Food
08-07-2017,ECOM PUR  Bundal PAYU A  Gurugram,451.0,0.0,ONLINE,Food
08-08-2017,POS  FOODJOCKEYS  PUNE,3122.0,0.0,SWIPE,Food
08-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
08-08-2017,POS  EURO CAR CARE  PUNE,12000.0,0.0,SWIPE,Vehicles
08-08-2017,POS  CONRAD PUNE  Koji  PUNE,2992.19,0.0,SWIPE,Hotel
08-09-2017,POS  DEVI PRIME REALTY  PUNE,1522.0,0.0,SWIPE,Investment
08-10-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,100000.0,NETBANK,Transfer
08-10-2017,INB  IFT  WHPL  TPARTY TRANSFER,100000.0,0.0,NETBANK,Transfer
08-10-2017,ECOM PUR  Bundal PAYU A  Gurugram,404.0,0.0,ONLINE,Food
08-10-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
08-10-2017,POS  O HOTEL  PUNE,3882.0,0.0,SWIPE,Food
08-10-2017,POS  FOODJOCKEYS  PUNE,756.0,0.0,SWIPE,Food
08-12-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
14-08-2017,POS  BOTECO RESTAURANT  PUNE,5882.0,0.0,SWIPE,Food
14-08-2017,UPI  PA    AXIbebabaeda d,0.0,3000.0,UPI,Unknown
14-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
14-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
16-08-2017,ECOM PUR  ONE COMMUNI  NOIDA,500.0,0.0,ONLINE,Others
16-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,467.0,0.0,ONLINE,Food
16-08-2017,INB  IFT  WHPL  TPARTY TRANSFER,46000.0,0.0,NETBANK,Transfer
16-08-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,62000.0,NETBANK,Transfer
16-08-2017,POS  SHISHA CAFE  PUNE,3096.0,0.0,SWIPE,Food
16-08-2017,POS  FOODJOCKEYS  PUNE,1260.0,0.0,SWIPE,Food
16-08-2017,POS  FOODJOCKEYS  PUNE,25000.0,0.0,SWIPE,Food
16-08-2017,POS  FOODJOCKEYS  PUNE,1890.0,0.0,SWIPE,Food
16-08-2017,POS  MAHESH SUPER MARK  PUNE,165.0,0.0,SWIPE,Rations
17-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,730.0,0.0,ONLINE,Food
18-08-2017,UPI  PA    AXIcefddfb c,0.0,2500.0,UPI,Unknown
18-08-2017,POS  T R WINES  PUNE,465.0,0.0,SWIPE,Wines
18-08-2017,POS  FARZI CAFE UH  PUNE,2000.0,0.0,SWIPE,Food
18-08-2017,POS  FARZI CAFE UH  PUNE,2000.0,0.0,SWIPE,Food
19-08-2017,INB    VODAFONE(BILLDESK)  NA,1255.52,0.0,NETBANK,Bills
19-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
21-08-2017,POS  T R WINES  PUNE,465.0,0.0,SWIPE,Wines
21-08-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
21-08-2017,POS  CAFE COFFEE DAY  MANTRA,176.0,0.0,SWIPE,Food
21-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,433.0,0.0,ONLINE,Food
22-08-2017,POS  REGAL FOOT WEAR  PUNE,1175.0,0.0,SWIPE,Apparels
22-08-2017,ATM CASH  SHUKRAWAR PETH  PUNE,4000.0,0.0,CASHWD,Cash
22-08-2017,POS  BURGER KING INDIA  PUNE,436.6,0.0,SWIPE,Food
22-08-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE,Fuel
23-08-2017,ECOM PUR  BUNDL TECHNOL  Banglore,487.0,0.0,ONLINE,Food
24-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
26-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,394.0,0.0,ONLINE,Food
26-08-2017,ECOM PUR  Amazon Seller  Bangalore,2130.0,0.0,ONLINE,Online
28-08-2017,POS  BABJI PETROLEUM  PUNE,1000.0,0.0,SWIPE,Fuel
30-08-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,50000.0,NETBANK,Transfer
09-01-2017,INB  IFT  WHPL  TPARTY TRANSFER,6000.0,0.0,NETBANK,Transfer
09-01-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,6000.0,NETBANK,Transfer
09-01-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
09-01-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
09-01-2017,MERCH REFUND DT     BPCL COCO,0.0,7.5,OTH,Credit
09-01-2017,ECOM PUR  Bundal PAYU A  Gurugram,298.0,0.0,ONLINE,Food
09-01-2017,ECOM PUR  Bundal PAYU A  Gurugram,353.0,0.0,ONLINE,Food
09-02-2017,ECOM PUR  Flipkart APIN  Chennai,4368.0,0.0,ONLINE,Online
09-04-2017,ECOM PUR  Amazon Seller  Bangalore,946.1,0.0,ONLINE,Online
09-04-2017,ECOM PUR  Flipkart APIN  Chennai,769.0,0.0,ONLINE,Online
16-08-2017,POS  FOODJOCKEYS  PUNE,1260.0,0.0,SWIPE,Food
16-08-2017,POS  FOODJOCKEYS  PUNE,25000.0,0.0,SWIPE,Food
16-08-2017,POS  FOODJOCKEYS  PUNE,1890.0,0.0,SWIPE,Food
16-08-2017,POS  MAHESH SUPER MARK  PUNE,165.0,0.0,SWIPE,Rations
17-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,730.0,0.0,ONLINE,Food
18-08-2017,UPI  PA    AXIcefddfb c,0.0,2500.0,UPI,Unknown
18-08-2017,POS  T R WINES  PUNE,465.0,0.0,SWIPE,Wines
18-08-2017,POS  FARZI CAFE UH  PUNE,2000.0,0.0,SWIPE,Food
18-08-2017,POS  FARZI CAFE UH  PUNE,2000.0,0.0,SWIPE,Food
19-08-2017,INB    VODAFONE(BILLDESK)  NA,1255.52,0.0,NETBANK,Bills
19-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
21-08-2017,POS  T R WINES  PUNE,465.0,0.0,SWIPE,Wines
21-08-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
21-08-2017,POS  CAFE COFFEE DAY  MANTRA,176.0,0.0,SWIPE,Food
21-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,433.0,0.0,ONLINE,Food
22-08-2017,POS  REGAL FOOT WEAR  PUNE,1175.0,0.0,SWIPE,Apparels
22-08-2017,ATM CASH  SHUKRAWAR PETH  PUNE,4000.0,0.0,CASHWD,Cash
22-08-2017,POS  BURGER KING INDIA  PUNE,436.6,0.0,SWIPE,Food
22-08-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE,Fuel
23-08-2017,ECOM PUR  BUNDL TECHNOL  Banglore,487.0,0.0,ONLINE,Food
24-08-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
26-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,394.0,0.0,ONLINE,Food
26-08-2017,ECOM PUR  Amazon Seller  Bangalore,2130.0,0.0,ONLINE,Online
28-08-2017,POS  BABJI PETROLEUM  PUNE,1000.0,0.0,SWIPE,Fuel
30-08-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,50000.0,NETBANK,Transfer
09-01-2017,INB  IFT  WHPL  TPARTY TRANSFER,6000.0,0.0,NETBANK,Transfer
09-01-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,6000.0,NETBANK,Transfer
09-01-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
09-01-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
09-01-2017,MERCH REFUND DT     BPCL COCO,0.0,7.5,OTH,Credit
09-01-2017,ECOM PUR  Bundal PAYU A  Gurugram,298.0,0.0,ONLINE,Food
09-01-2017,ECOM PUR  Bundal PAYU A  Gurugram,353.0,0.0,ONLINE,Food
09-02-2017,ECOM PUR  Flipkart APIN  Chennai,4368.0,0.0,ONLINE,Online
09-04-2017,ECOM PUR  Amazon Seller  Bangalore,946.1,0.0,ONLINE,Online
09-04-2017,ECOM PUR  Flipkart APIN  Chennai,769.0,0.0,ONLINE,Online
09-05-2017,ECOM PUR  Bundal PAYU A  Gurugram,463.0,0.0,ONLINE,Food
09-08-2017,POS  AMAZON SELLER   PUNE,1486.65,0.0,SWIPE,Online
09-09-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,450000.0,NETBANK,Transfer
09-09-2017,INB  IFT  WHPL  TPARTY TRANSFER,450000.0,0.0,NETBANK,Transfer
09-11-2017,ECOM PUR  Amazon Seller  Bangalore,399.0,0.0,ONLINE,Online
09-11-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,53000.0,NETBANK,Transfer
09-12-2017,INB  IFT  Mum  TPARTY TRANSFER,50000.0,0.0,NETBANK,Transfer
09-12-2017,ECOM PUR  Bundal PAYU A  Gurugram,569.0,0.0,ONLINE,Food
13-09-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,45000.0,NETBANK,Transfer
13-09-2017,INB  IFT  Mum  TPARTY TRANSFER,40000.0,0.0,NETBANK,Transfer
13-09-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE,Fuel
13-09-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
14-09-2017,POS  INDEPENDENCE BREW  PUNE,2535.0,0.0,SWIPE,Wines
14-09-2017,POS  FOODJOCKEYS  PUNE,262.0,0.0,SWIPE,Food
14-09-2017,POS  FOODJOCKEYS  PUNE,525.0,0.0,SWIPE,Food
15-09-2017,ECOM PUR  Bundal PAYU A  Gurugram,290.0,0.0,ONLINE,Food
18-09-2017,INB    VODAFONE(BILLDESK)  NA,1326.32,0.0,NETBANK,Bills
18-09-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
23-09-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
25-09-2017,ECOM PUR  Amazon Seller  Bangalore,600.0,0.0,ONLINE,Online
25-09-2017,MERCH REFUND DT     BPCL COCO,0.0,7.5,OTH,Credit
25-09-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
25-09-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,350000.0,NETBANK,Transfer
25-09-2017,INB  IFT  Mum  TPARTY TRANSFER,350000.0,0.0,NETBANK,Transfer
28-09-2017,ECOM PUR  AMAZON PAY IN  BANGALORE,1229.0,0.0,ONLINE,Online
30-09-2017,Int Pd    to,0.0,597.0,INTEREST,Credit
10-02-2017,ECOM PUR  Bundal PAYU A  Gurugram,259.0,0.0,ONLINE,Food
10-03-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,35000.0,NETBANK,Transfer
10-03-2017,ECOM PUR  Bundal PAYU A  Gurugram,392.0,0.0,ONLINE,Food
10-04-2017,EXCESS FUEL CR  REV,57.5,0.0,OTH,Credit
10-04-2017,INB  NEFT  AXIR  Aru Raghuvanshi,35000.0,0.0,NETBANK,Self
10-04-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
10-06-2017,POS  AMAZON SELLER   MUMBAI,839.0,0.0,SWIPE,Online
10-06-2017,ECOM PUR  Bundal PAYU A  Gurugram,434.0,0.0,ONLINE,Food
10-07-2017,POS  D J PETROLEUM  PUNE,1000.0,0.0,SWIPE,Fuel
09-05-2017,ECOM PUR  Bundal PAYU A  Gurugram,463.0,0.0,ONLINE,Food
09-08-2017,POS  AMAZON SELLER   PUNE,1486.65,0.0,SWIPE,Online
09-09-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,450000.0,NETBANK,Transfer
09-09-2017,INB  IFT  WHPL  TPARTY TRANSFER,450000.0,0.0,NETBANK,Transfer
09-11-2017,ECOM PUR  Amazon Seller  Bangalore,399.0,0.0,ONLINE,Online
09-11-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,53000.0,NETBANK,Transfer
09-12-2017,INB  IFT  Mum  TPARTY TRANSFER,50000.0,0.0,NETBANK,Transfer
09-12-2017,ECOM PUR  Bundal PAYU A  Gurugram,569.0,0.0,ONLINE,Food
13-09-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,45000.0,NETBANK,Transfer
13-09-2017,INB  IFT  Mum  TPARTY TRANSFER,40000.0,0.0,NETBANK,Transfer
13-09-2017,POS  BPCL COCO  PUNE,1000.0,0.0,SWIPE,Fuel
13-09-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
14-09-2017,POS  INDEPENDENCE BREW  PUNE,2535.0,0.0,SWIPE,Wines
14-09-2017,POS  FOODJOCKEYS  PUNE,262.0,0.0,SWIPE,Food
14-09-2017,POS  FOODJOCKEYS  PUNE,525.0,0.0,SWIPE,Food
15-09-2017,ECOM PUR  Bundal PAYU A  Gurugram,290.0,0.0,ONLINE,Food
18-09-2017,INB    VODAFONE(BILLDESK)  NA,1326.32,0.0,NETBANK,Bills
18-09-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
23-09-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
25-09-2017,ECOM PUR  Amazon Seller  Bangalore,600.0,0.0,ONLINE,Online
25-09-2017,MERCH REFUND DT     BPCL COCO,0.0,7.5,OTH,Credit
25-09-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
25-09-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,350000.0,NETBANK,Transfer
25-09-2017,INB  IFT  Mum  TPARTY TRANSFER,350000.0,0.0,NETBANK,Transfer
28-09-2017,ECOM PUR  AMAZON PAY IN  BANGALORE,1229.0,0.0,ONLINE,Online
30-09-2017,Int Pd    to,0.0,597.0,INTEREST,Credit
10-02-2017,ECOM PUR  Bundal PAYU A  Gurugram,259.0,0.0,ONLINE,Food
10-03-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,35000.0,NETBANK,Transfer
10-03-2017,ECOM PUR  Bundal PAYU A  Gurugram,392.0,0.0,ONLINE,Food
10-04-2017,EXCESS FUEL CR  REV,57.5,0.0,OTH,Credit
10-04-2017,INB  NEFT  AXIR  Aru Raghuvanshi,35000.0,0.0,NETBANK,Self
10-04-2017,MERCH REFUND DT     KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
10-06-2017,POS  AMAZON SELLER   MUMBAI,839.0,0.0,SWIPE,Online
10-06-2017,ECOM PUR  Bundal PAYU A  Gurugram,434.0,0.0,ONLINE,Food
10-07-2017,POS  D J PETROLEUM  PUNE,1000.0,0.0,SWIPE,Fuel
10-10-2017,ECOM PUR  Bundal PAYU A  Gurugram,370.0,0.0,ONLINE,Food
10-12-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
10-12-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,440000.0,NETBANK,Transfer
10-12-2017,INB  IFT  WHPL  TPARTY TRANSFER,450000.0,0.0,NETBANK,Transfer
17-10-2017,MERCH REFUND DT     D J PETROLEUM,0.0,7.5,OTH,Credit
23-10-2017,POS  SAI EXPRESS WAY S  PUNE,1000.0,0.0,SWIPE,Vehicles
24-10-2017,POS  KEDARI SERVICE  PUNE,500.0,0.0,SWIPE,Fuel
24-10-2017,MERCH REFUND DT      KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
24-10-2017,POS  BHARAT PETROLEUM   PUNE,1000.0,0.0,SWIPE,Fuel
26-10-2017,MERCH REFUND DT      HPCL  % CASHLESS IN,0.0,7.5,OTH,Credit
27-10-2017,POS  SAI EXPRESSWAY  PUNE,1000.0,0.0,SWIPE,Vehicles
29-10-2017,POS  HYATT REGENCY PUN  VADGAONSHIR P,1339.38,0.0,SWIPE,Hotel
30-10-2017,POS  SUKHWANI PETROLEU  PUNE,1000.0,0.0,SWIPE,Fuel
31-10-2017,POS  FOODJOCKEYS  PUNE,2791.0,0.0,SWIPE,Food
31-10-2017,POS  FOODJOCKEYS  PUNE,1283.0,0.0,SWIPE,Food
31-10-2017,POS  FOODJOCKEYS  PUNE,633.0,0.0,SWIPE,Food
11-01-2017,ECOM PUR  Bundal PAYU A  Gurugram,414.0,0.0,ONLINE,Food
11-02-2017,BRN PYMT CARD,1336.94,0.0,CC,CC
11-02-2017,POS  SAI EXPRESSWAY  PUNE,1000.0,0.0,SWIPE,Vehicles
11-03-2017,MERCH REFUND DT      BHARAT PETROLEUM CORPO,0.0,7.5,OTH,Credit
11-03-2017,MERCH REFUND DT      SAI EXPRESSWAY SERVICE,0.0,7.5,OTH,Credit
11-03-2017,MERCH REFUND DT      KEDARI SERVICE STATION,0.0,3.75,OTH,Credit
11-04-2017,POS  PVR LIMITED   PUNE,840.0,0.0,SWIPE,Movies
11-07-2017,ECOM PUR  Bundal PAYU A  Gurugram,420.0,0.0,ONLINE,Food
11-08-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,35000.0,NETBANK,Transfer
11-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,576.0,0.0,ONLINE,Food
11-09-2017,MERCH REFUND DT      SAI EXPRESSWAY SERVICE,0.0,7.5,OTH,Credit
11-09-2017,POS  EFFINGUT  PUNE,3707.0,0.0,SWIPE,Food
11-09-2017,POS  BHARAT PETROLEUM   PUNE,1000.0,0.0,SWIPE,Fuel
11-10-2017,MERCH REFUND DT      SUKHWANI PETROLEUM,0.0,7.5,OTH,Credit
11-10-2017,ECOM PUR  swiggy PayTM  Mumbai,552.0,0.0,ONLINE,Food
11-11-2017,POS  JOVOS  PUNE,800.0,0.0,SWIPE,Food
13-11-2017,POS  JOVOS  PUNE,2820.0,0.0,SWIPE,Food
13-11-2017,POS  JOVOS  PUNE,2500.0,0.0,SWIPE,Food
13-11-2017,IMPS  PA    IB KL,9600.0,0.0,IMPS,Unknown
10-10-2017,ECOM PUR  Bundal PAYU A  Gurugram,370.0,0.0,ONLINE,Food
10-12-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
10-12-2017,INB  IFT  RENU SINGH  TPARTY TRANSFER,0.0,440000.0,NETBANK,Transfer
10-12-2017,INB  IFT  WHPL  TPARTY TRANSFER,450000.0,0.0,NETBANK,Transfer
17-10-2017,MERCH REFUND DT     D J PETROLEUM,0.0,7.5,OTH,Credit
23-10-2017,POS  SAI EXPRESS WAY S  PUNE,1000.0,0.0,SWIPE,Vehicles
24-10-2017,POS  KEDARI SERVICE  PUNE,500.0,0.0,SWIPE,Fuel
24-10-2017,MERCH REFUND DT      KEDARI SERVICE STATION,0.0,7.5,OTH,Credit
24-10-2017,POS  BHARAT PETROLEUM   PUNE,1000.0,0.0,SWIPE,Fuel
26-10-2017,MERCH REFUND DT      HPCL  % CASHLESS IN,0.0,7.5,OTH,Credit
27-10-2017,POS  SAI EXPRESSWAY  PUNE,1000.0,0.0,SWIPE,Vehicles
29-10-2017,POS  HYATT REGENCY PUN  VADGAONSHIR P,1339.38,0.0,SWIPE,Hotel
30-10-2017,POS  SUKHWANI PETROLEU  PUNE,1000.0,0.0,SWIPE,Fuel
31-10-2017,POS  FOODJOCKEYS  PUNE,2791.0,0.0,SWIPE,Food
31-10-2017,POS  FOODJOCKEYS  PUNE,1283.0,0.0,SWIPE,Food
31-10-2017,POS  FOODJOCKEYS  PUNE,633.0,0.0,SWIPE,Food
11-01-2017,ECOM PUR  Bundal PAYU A  Gurugram,414.0,0.0,ONLINE,Food
11-02-2017,BRN PYMT CARD,1336.94,0.0,CC,CC
11-02-2017,POS  SAI EXPRESSWAY  PUNE,1000.0,0.0,SWIPE,Vehicles
11-03-2017,MERCH REFUND DT      BHARAT PETROLEUM CORPO,0.0,7.5,OTH,Credit
11-03-2017,MERCH REFUND DT      SAI EXPRESSWAY SERVICE,0.0,7.5,OTH,Credit
11-03-2017,MERCH REFUND DT      KEDARI SERVICE STATION,0.0,3.75,OTH,Credit
11-04-2017,POS  PVR LIMITED   PUNE,840.0,0.0,SWIPE,Movies
11-07-2017,ECOM PUR  Bundal PAYU A  Gurugram,420.0,0.0,ONLINE,Food
11-08-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,35000.0,NETBANK,Transfer
11-08-2017,ECOM PUR  Bundal PAYU A  Gurugram,576.0,0.0,ONLINE,Food
11-09-2017,MERCH REFUND DT      SAI EXPRESSWAY SERVICE,0.0,7.5,OTH,Credit
11-09-2017,POS  EFFINGUT  PUNE,3707.0,0.0,SWIPE,Food
11-09-2017,POS  BHARAT PETROLEUM   PUNE,1000.0,0.0,SWIPE,Fuel
11-10-2017,MERCH REFUND DT      SUKHWANI PETROLEUM,0.0,7.5,OTH,Credit
11-10-2017,ECOM PUR  swiggy PayTM  Mumbai,552.0,0.0,ONLINE,Food
11-11-2017,POS  JOVOS  PUNE,800.0,0.0,SWIPE,Food
13-11-2017,POS  JOVOS  PUNE,2820.0,0.0,SWIPE,Food
13-11-2017,POS  JOVOS  PUNE,2500.0,0.0,SWIPE,Food
13-11-2017,IMPS  PA    IB KL,9600.0,0.0,IMPS,Unknown
13-11-2017,ECOM PUR  Bundal PAYU A  Gurugram,322.0,0.0,ONLINE,Food
13-11-2017,POS  KEDARI SERVICE  PUNE,1000.0,0.0,SWIPE,Fuel
13-11-2017,POS  CHILIS   PUNE,3030.0,0.0,SWIPE,Food
14-11-2017,INB  IFT  WOODSTOCK HELICOPTERS PVT LTD  TPARTY TRAN,0.0,450000.0,NETBANK,Transfer
14-11-2017,INB  IFT  Mum  TPARTY TRANSFER,420000.0,0.0,NETBANK,Transfer
14-11-2017,POS  DIAMOND WINES  PUNE,1800.0,0.0,SWIPE,Wines
15-11-2017,UPI  PA,97.0,0.0,UPI,Unknown
15-11-2017,UPI  PA,873.0,0.0,UPI,Unknown
16-11-2017,MERCH REFUND DT      BHARAT PETROLEUM CORPO,0.0,7.5,OTH,Credit
